,date,open,high,low,close,ma_7,ma_15,ma_30
100,2022-12-08 21:50:00,22560000.0,22564000.0,22545000.0,22550000.0,22557285.714285713,22563133.333333332,22556200.0
101,2022-12-08 21:55:00,22544000.0,22551000.0,22540000.0,22541000.0,22552428.57142857,22563000.0,22555733.333333332
102,2022-12-08 22:00:00,22543000.0,22564000.0,22536000.0,22544000.0,22551571.42857143,22562333.333333332,22555466.666666668
103,2022-12-08 22:05:00,22544000.0,22544000.0,22502000.0,22514000.0,22542857.14285714,22559133.333333332,22554200.0
104,2022-12-08 22:10:00,22514000.0,22515000.0,22503000.0,22507000.0,22537000.0,22554533.333333332,22552766.666666668
105,2022-12-08 22:15:00,22511000.0,22545000.0,22505000.0,22530000.0,22534714.285714287,22550533.333333332,22552300.0
106,2022-12-08 22:20:00,22530000.0,22549000.0,22530000.0,22547000.0,22533285.714285713,22548200.0,22552466.666666668
107,2022-12-08 22:25:00,22547000.0,22562000.0,22534000.0,22543000.0,22532285.714285713,22545666.666666668,22552433.333333332
108,2022-12-08 22:30:00,22551000.0,22561000.0,22532000.0,22534000.0,22531285.714285713,22544066.666666668,22552166.666666668
109,2022-12-08 22:35:00,22533000.0,22564000.0,22533000.0,22555000.0,22532857.14285714,22542733.333333332,22552500.0
110,2022-12-08 22:40:00,22555000.0,22558000.0,22531000.0,22548000.0,22537714.285714287,22542600.0,22552600.0
111,2022-12-08 22:45:00,22544000.0,22552000.0,22544000.0,22547000.0,22543428.57142857,22540733.333333332,22552233.333333332
112,2022-12-08 22:50:00,22550000.0,22564000.0,22547000.0,22552000.0,22546571.42857143,22541000.0,22552033.333333332
113,2022-12-08 22:55:00,22552000.0,22564000.0,22550000.0,22553000.0,22547428.57142857,22541466.666666668,22551833.333333332
114,2022-12-08 23:00:00,22559000.0,22580000.0,22545000.0,22570000.0,22551285.714285713,22542333.333333332,22552566.666666668
115,2022-12-08 23:05:00,22564000.0,22566000.0,22550000.0,22561000.0,22555142.85714286,22543066.666666668,22553100.0
116,2022-12-08 23:10:00,22561000.0,22564000.0,22550000.0,22561000.0,22556000.0,22544400.0,22553700.0
117,2022-12-08 23:15:00,22561000.0,22561000.0,22542000.0,22560000.0,22557714.285714287,22545466.666666668,22553900.0
118,2022-12-08 23:20:00,22546000.0,22561000.0,22544000.0,22548000.0,22557857.14285714,22547733.333333332,22553433.333333332
119,2022-12-08 23:25:00,22561000.0,22564000.0,22546000.0,22561000.0,22559142.85714286,22551333.333333332,22552933.333333332
120,2022-12-08 23:30:00,22561000.0,22570000.0,22545000.0,22545000.0,22558000.0,22552333.333333332,22551433.333333332
121,2022-12-08 23:35:00,22545000.0,22549000.0,22538000.0,22538000.0,22553428.57142857,22551733.333333332,22549966.666666668
122,2022-12-08 23:40:00,22538000.0,22539000.0,22533000.0,22534000.0,22549571.42857143,22551133.333333332,22548400.0
123,2022-12-08 23:45:00,22534000.0,22560000.0,22529000.0,22549000.0,22547857.14285714,22552133.333333332,22548100.0
124,2022-12-08 23:50:00,22549000.0,22578000.0,22534000.0,22573000.0,22549714.285714287,22553333.333333332,22548033.333333332
125,2022-12-08 23:55:00,22568000.0,22610000.0,22557000.0,22595000.0,22556428.57142857,22556466.666666668,22549533.333333332
126,2022-12-09 00:00:00,22605000.0,22624000.0,22587000.0,22609000.0,22563285.714285713,22560600.0,22550666.666666668
127,2022-12-09 00:05:00,22610000.0,22636000.0,22604000.0,22614000.0,22573142.85714286,22564733.333333332,22552866.666666668
128,2022-12-09 00:10:00,22613000.0,22619000.0,22607000.0,22619000.0,22584714.285714287,22569133.333333332,22555300.0
129,2022-12-09 00:15:00,22619000.0,22629000.0,22592000.0,22593000.0,22593142.85714286,22570666.666666668,22556500.0
130,2022-12-09 00:20:00,22600000.0,22606000.0,22592000.0,22600000.0,22600428.57142857,22573266.666666668,22558166.666666668
131,2022-12-09 00:25:00,22606000.0,22624000.0,22601000.0,22624000.0,22607714.285714287,22577466.666666668,22560933.333333332
132,2022-12-09 00:30:00,22625000.0,22629000.0,22614000.0,22626000.0,22612142.85714286,22581866.666666668,22563666.666666668
133,2022-12-09 00:35:00,22619000.0,22651000.0,22619000.0,22619000.0,22613571.42857143,22586600.0,22567166.666666668
134,2022-12-09 00:40:00,22619000.0,22642000.0,22615000.0,22619000.0,22614285.714285713,22590466.666666668,22570900.0
135,2022-12-09 00:45:00,22628000.0,22628000.0,22604000.0,22609000.0,22612857.14285714,22594733.333333332,22573533.333333332
136,2022-12-09 00:50:00,22609000.0,22612000.0,22601000.0,22611000.0,22615428.57142857,22599600.0,22575666.666666668
137,2022-12-09 00:55:00,22611000.0,22614000.0,22604000.0,22612000.0,22617142.85714286,22604800.0,22577966.666666668
138,2022-12-09 01:00:00,22613000.0,22620000.0,22612000.0,22620000.0,22616571.42857143,22609533.333333332,22580833.333333332
139,2022-12-09 01:05:00,22620000.0,22644000.0,22612000.0,22641000.0,22618714.285714287,22614066.666666668,22583700.0
140,2022-12-09 01:10:00,22643000.0,22646000.0,22623000.0,22644000.0,22622285.714285713,22617333.333333332,22586900.0
141,2022-12-09 01:15:00,22645000.0,22648000.0,22631000.0,22631000.0,22624000.0,22618800.0,22589700.0
142,2022-12-09 01:20:00,22631000.0,22644000.0,22623000.0,22630000.0,22627000.0,22619866.666666668,22592300.0
143,2022-12-09 01:25:00,22630000.0,22644000.0,22630000.0,22642000.0,22631428.57142857,22621400.0,22595266.666666668
144,2022-12-09 01:30:00,22642000.0,22643000.0,22632000.0,22643000.0,22635857.14285714,22624733.333333332,22597700.0
145,2022-12-09 01:35:00,22644000.0,22645000.0,22632000.0,22633000.0,22637714.285714287,22626933.333333332,22600100.0
146,2022-12-09 01:40:00,22632000.0,22634000.0,22632000.0,22632000.0,22636428.57142857,22627466.666666668,22602466.666666668
147,2022-12-09 01:45:00,22633000.0,22648000.0,22632000.0,22632000.0,22634714.285714287,22627866.666666668,22604866.666666668
148,2022-12-09 01:50:00,22632000.0,22648000.0,22632000.0,22634000.0,22635142.85714286,22628866.666666668,22607733.333333332
149,2022-12-09 01:55:00,22633000.0,22653000.0,22633000.0,22639000.0,22636428.57142857,22630200.0,22610333.333333332
150,2022-12-09 02:00:00,22651000.0,22651000.0,22632000.0,22649000.0,22637428.57142857,22632866.666666668,22613800.0
151,2022-12-09 02:05:00,22633000.0,22651000.0,22632000.0,22635000.0,22636285.714285713,22634466.666666668,22617033.333333332
152,2022-12-09 02:10:00,22635000.0,22671000.0,22634000.0,22636000.0,22636714.285714287,22636066.666666668,22620433.333333332
153,2022-12-09 02:15:00,22636000.0,22649000.0,22631000.0,22632000.0,22636714.285714287,22636866.666666668,22623200.0
154,2022-12-09 02:20:00,22631000.0,22652000.0,22631000.0,22650000.0,22639285.714285713,22637466.666666668,22625766.666666668
155,2022-12-09 02:25:00,22634000.0,22652000.0,22631000.0,22650000.0,22641571.42857143,22637866.666666668,22627600.0
156,2022-12-09 02:30:00,22649000.0,22652000.0,22609000.0,22639000.0,22641571.42857143,22638400.0,22628600.0
157,2022-12-09 02:35:00,22639000.0,22648000.0,22607000.0,22632000.0,22639142.85714286,22638533.333333332,22629200.0
158,2022-12-09 02:40:00,22632000.0,22645000.0,22632000.0,22634000.0,22639000.0,22638000.0,22629700.0
159,2022-12-09 02:45:00,22634000.0,22645000.0,22618000.0,22627000.0,22637714.285714287,22636933.333333332,22630833.333333332
160,2022-12-09 02:50:00,22620000.0,22663000.0,22618000.0,22662000.0,22642000.0,22638866.666666668,22632900.0
161,2022-12-09 02:55:00,22662000.0,22664000.0,22626000.0,22644000.0,22641142.85714286,22639666.666666668,22633566.666666668
162,2022-12-09 03:00:00,22664000.0,22671000.0,22645000.0,22670000.0,22644000.0,22642200.0,22635033.333333332
163,2022-12-09 03:05:00,22656000.0,22672000.0,22655000.0,22671000.0,22648571.42857143,22644666.666666668,22636766.666666668
164,2022-12-09 03:10:00,22670000.0,22679000.0,22656000.0,22679000.0,22655285.714285713,22647333.333333332,22638766.666666668
165,2022-12-09 03:15:00,22679000.0,22690000.0,22664000.0,22690000.0,22663285.714285713,22650066.666666668,22641466.666666668
166,2022-12-09 03:20:00,22689000.0,22692000.0,22674000.0,22692000.0,22672571.42857143,22653866.666666668,22644166.666666668
167,2022-12-09 03:25:00,22691000.0,22738000.0,22691000.0,22716000.0,22680285.714285713,22659200.0,22647633.333333332
168,2022-12-09 03:30:00,22719000.0,22788000.0,22719000.0,22774000.0,22698857.14285714,22668666.666666668,22652766.666666668
169,2022-12-09 03:35:00,22786000.0,22967000.0,22785000.0,22890000.0,22730285.714285713,22684666.666666668,22661066.666666668
170,2022-12-09 03:40:00,22893000.0,22946000.0,22886000.0,22907000.0,22764000.0,22701800.0,22669833.333333332
171,2022-12-09 03:45:00,22907000.0,22935000.0,22896000.0,22931000.0,22800000.0,22721266.666666668,22679833.333333332
172,2022-12-09 03:50:00,22931000.0,22985000.0,22917000.0,22967000.0,22839571.42857143,22743600.0,22691066.666666668
173,2022-12-09 03:55:00,22966000.0,22976000.0,22956000.0,22963000.0,22878285.714285713,22765533.333333332,22701766.666666668
174,2022-12-09 04:00:00,22965000.0,23000000.0,22902000.0,22905000.0,22905285.714285713,22784066.666666668,22710500.0
175,2022-12-09 04:05:00,22905000.0,22933000.0,22862000.0,22880000.0,22920428.57142857,22798600.0,22718733.333333332
176,2022-12-09 04:10:00,22875000.0,22934000.0,22873000.0,22920000.0,22924714.285714287,22817000.0,22728333.333333332
177,2022-12-09 04:15:00,22920000.0,22929000.0,22899000.0,22919000.0,22926428.57142857,22833600.0,22737900.0
178,2022-12-09 04:20:00,22919000.0,22920000.0,22892000.0,22896000.0,22921428.57142857,22848600.0,22746633.333333332
179,2022-12-09 04:25:00,22893000.0,22917000.0,22881000.0,22913000.0,22913714.285714287,22864200.0,22755766.666666668
180,2022-12-09 04:30:00,22913000.0,22960000.0,22901000.0,22933000.0,22909428.57142857,22880400.0,22765233.333333332
181,2022-12-09 04:35:00,22923000.0,22932000.0,22905000.0,22924000.0,22912142.85714286,22895866.666666668,22774866.666666668
182,2022-12-09 04:40:00,22922000.0,22928000.0,22905000.0,22906000.0,22915857.14285714,22908533.333333332,22783866.666666668
183,2022-12-09 04:45:00,22906000.0,22960000.0,22895000.0,22959000.0,22921428.57142857,22920866.666666668,22794766.666666668
184,2022-12-09 04:50:00,22958000.0,22982000.0,22932000.0,22956000.0,22926714.285714287,22925266.666666668,22804966.666666668
185,2022-12-09 04:55:00,22943000.0,22956000.0,22939000.0,22942000.0,22933285.714285713,22927600.0,22814700.0
186,2022-12-09 05:00:00,22943000.0,22981000.0,22940000.0,22976000.0,22942285.714285713,22930600.0,22825933.333333332
187,2022-12-09 05:05:00,22981000.0,22987000.0,22971000.0,22973000.0,22948000.0,22931000.0,22837300.0
188,2022-12-09 05:10:00,22987000.0,22987000.0,22957000.0,22957000.0,22952714.285714287,22930600.0,22848066.666666668
189,2022-12-09 05:15:00,22957000.0,22957000.0,22932000.0,22943000.0,22958000.0,22933133.333333332,22858600.0
190,2022-12-09 05:20:00,22956000.0,22956000.0,22938000.0,22944000.0,22955857.14285714,22937400.0,22868000.0
191,2022-12-09 05:25:00,22955000.0,22955000.0,22943000.0,22943000.0,22954000.0,22938933.333333332,22877966.666666668
192,2022-12-09 05:30:00,22937000.0,22947000.0,22917000.0,22917000.0,22950428.57142857,22938800.0,22886200.0
193,2022-12-09 05:35:00,22917000.0,22920000.0,22917000.0,22919000.0,22942285.714285713,22940333.333333332,22894466.666666668
194,2022-12-09 05:40:00,22919000.0,22920000.0,22917000.0,22919000.0,22934571.42857143,22940733.333333332,22902466.666666668
195,2022-12-09 05:45:00,22919000.0,22919000.0,22900000.0,22900000.0,22926428.57142857,22938533.333333332,22909466.666666668
196,2022-12-09 05:50:00,22898000.0,22901000.0,22870000.0,22880000.0,22917428.57142857,22935600.0,22915733.333333332
197,2022-12-09 05:55:00,22880000.0,22889000.0,22869000.0,22887000.0,22909285.714285713,22934333.333333332,22921433.333333332
198,2022-12-09 06:00:00,22887000.0,22901000.0,22881000.0,22896000.0,22902571.42857143,22930133.333333332,22925500.0
199,2022-12-09 06:05:00,22896000.0,22899000.0,22889000.0,22898000.0,22899857.14285714,22926266.666666668,22925766.666666668
200,2022-12-09 06:10:00,22891000.0,22898000.0,22880000.0,22880000.0,22894285.714285713,22922133.333333332,22924866.666666668
201,2022-12-09 06:15:00,22874000.0,22880000.0,22855000.0,22880000.0,22888714.285714287,22915733.333333332,22923166.666666668
202,2022-12-09 06:20:00,22880000.0,22883000.0,22865000.0,22883000.0,22886285.714285713,22909733.333333332,22920366.666666668
203,2022-12-09 06:25:00,22883000.0,22889000.0,22867000.0,22888000.0,22887428.57142857,22905133.333333332,22917866.666666668
204,2022-12-09 06:30:00,22888000.0,22911000.0,22878000.0,22907000.0,22890285.714285713,22902733.333333332,22917933.333333332
205,2022-12-09 06:35:00,22902000.0,22904000.0,22866000.0,22869000.0,22886428.57142857,22897733.333333332,22917566.666666668
206,2022-12-09 06:40:00,22866000.0,22880000.0,22860000.0,22860000.0,22881000.0,22892200.0,22915566.666666668
207,2022-12-09 06:45:00,22860000.0,22867000.0,22859000.0,22859000.0,22878000.0,22888333.333333332,22913566.666666668
208,2022-12-09 06:50:00,22859000.0,22861000.0,22855000.0,22861000.0,22875285.714285713,22884466.666666668,22912400.0
209,2022-12-09 06:55:00,22861000.0,22861000.0,22851000.0,22856000.0,22871428.57142857,22880266.666666668,22910500.0
210,2022-12-09 07:00:00,22860000.0,22882000.0,22852000.0,22880000.0,22870285.714285713,22878933.333333332,22908733.333333332
211,2022-12-09 07:05:00,22882000.0,22893000.0,22865000.0,22889000.0,22867714.285714287,22879533.333333332,22907566.666666668
212,2022-12-09 07:10:00,22889000.0,22933000.0,22877000.0,22921000.0,22875142.85714286,22881800.0,22908066.666666668
213,2022-12-09 07:15:00,22921000.0,22947000.0,22921000.0,22947000.0,22887571.42857143,22885200.0,22907666.666666668
214,2022-12-09 07:20:00,22946000.0,22948000.0,22921000.0,22923000.0,22896714.285714287,22886866.666666668,22906566.666666668
215,2022-12-09 07:25:00,22923000.0,22923000.0,22900000.0,22901000.0,22902428.57142857,22888266.666666668,22905200.0
216,2022-12-09 07:30:00,22901000.0,22915000.0,22884000.0,22913000.0,22910571.42857143,22890466.666666668,22903100.0
217,2022-12-09 07:35:00,22914000.0,22931000.0,22908000.0,22920000.0,22916285.714285713,22892933.333333332,22901333.333333332
218,2022-12-09 07:40:00,22920000.0,22943000.0,22909000.0,22939000.0,22923428.57142857,22896333.333333332,22900733.333333332
219,2022-12-09 07:45:00,22938000.0,22941000.0,22930000.0,22935000.0,22925428.57142857,22898200.0,22900466.666666668
220,2022-12-09 07:50:00,22934000.0,22938000.0,22915000.0,22924000.0,22922142.85714286,22901866.666666668,22899800.0
221,2022-12-09 07:55:00,22923000.0,22924000.0,22895000.0,22895000.0,22918142.85714286,22904200.0,22898200.0
222,2022-12-09 08:00:00,22906000.0,22918000.0,22890000.0,22915000.0,22920142.85714286,22907933.333333332,22898133.333333332
223,2022-12-09 08:05:00,22907000.0,22915000.0,22894000.0,22906000.0,22919142.85714286,22910933.333333332,22897700.0
224,2022-12-09 08:10:00,22906000.0,22940000.0,22901000.0,22930000.0,22920571.42857143,22915866.666666668,22898066.666666668
225,2022-12-09 08:15:00,22934000.0,22940000.0,22925000.0,22935000.0,22920000.0,22919533.333333332,22899233.333333332
226,2022-12-09 08:20:00,22935000.0,22935000.0,22898000.0,22920000.0,22917857.14285714,22921600.0,22900566.666666668
227,2022-12-09 08:25:00,22920000.0,22920000.0,22903000.0,22909000.0,22915714.285714287,22920800.0,22901300.0
228,2022-12-09 08:30:00,22909000.0,22920000.0,22886000.0,22920000.0,22919285.714285713,22919000.0,22902100.0
229,2022-12-09 08:35:00,22920000.0,22920000.0,22894000.0,22911000.0,22918714.285714287,22918200.0,22902533.333333332
230,2022-12-09 08:40:00,22914000.0,22933000.0,22900000.0,22916000.0,22920142.85714286,22919200.0,22903733.333333332
231,2022-12-09 08:45:00,22916000.0,22934000.0,22915000.0,22929000.0,22920000.0,22920266.666666668,22905366.666666668
232,2022-12-09 08:50:00,22920000.0,22950000.0,22916000.0,22949000.0,22922000.0,22922200.0,22907566.666666668
233,2022-12-09 08:55:00,22950000.0,22950000.0,22890000.0,22918000.0,22921714.285714287,22920800.0,22908566.666666668
234,2022-12-09 09:00:00,22918000.0,22921000.0,22886000.0,22911000.0,22922000.0,22919200.0,22908700.0
235,2022-12-09 09:05:00,22911000.0,22923000.0,22903000.0,22917000.0,22921571.42857143,22918733.333333332,22910300.0
236,2022-12-09 09:10:00,22921000.0,22940000.0,22910000.0,22937000.0,22925285.714285713,22921533.333333332,22912866.666666668
237,2022-12-09 09:15:00,22930000.0,22937000.0,22893000.0,22903000.0,22923428.57142857,22920733.333333332,22914333.333333332
238,2022-12-09 09:20:00,22903000.0,22918000.0,22885000.0,22914000.0,22921285.714285713,22921266.666666668,22916100.0
239,2022-12-09 09:25:00,22913000.0,22914000.0,22850000.0,22851000.0,22907285.714285713,22916000.0,22915933.333333332
240,2022-12-09 09:30:00,22865000.0,22897000.0,22850000.0,22896000.0,22904142.85714286,22913400.0,22916466.666666668
241,2022-12-09 09:35:00,22880000.0,22897000.0,22869000.0,22873000.0,22898714.285714287,22910266.666666668,22915933.333333332
242,2022-12-09 09:40:00,22877000.0,22895000.0,22865000.0,22867000.0,22891571.42857143,22907466.666666668,22914133.333333332
243,2022-12-09 09:45:00,22867000.0,22886000.0,22860000.0,22876000.0,22882857.14285714,22904533.333333332,22911766.666666668
244,2022-12-09 09:50:00,22865000.0,22876000.0,22850000.0,22870000.0,22878142.85714286,22901800.0,22910000.0
245,2022-12-09 09:55:00,22866000.0,22866000.0,22828000.0,22840000.0,22867571.42857143,22896733.333333332,22907966.666666668
246,2022-12-09 10:00:00,22849000.0,22874000.0,22839000.0,22861000.0,22869000.0,22892200.0,22906233.333333332
247,2022-12-09 10:05:00,22861000.0,22895000.0,22861000.0,22893000.0,22868571.42857143,22888466.666666668,22905333.333333332
248,2022-12-09 10:10:00,22880000.0,22895000.0,22875000.0,22886000.0,22870428.57142857,22886333.333333332,22903566.666666668
249,2022-12-09 10:15:00,22886000.0,22887000.0,22851000.0,22875000.0,22871571.42857143,22883933.333333332,22901566.666666668
250,2022-12-09 10:20:00,22854000.0,22921000.0,22853000.0,22911000.0,22876571.42857143,22883533.333333332,22901133.333333332
251,2022-12-09 10:25:00,22910000.0,22937000.0,22897000.0,22913000.0,22882714.285714287,22881933.333333332,22901733.333333332
252,2022-12-09 10:30:00,22902000.0,22937000.0,22885000.0,22896000.0,22890714.285714287,22881466.666666668,22901100.0
253,2022-12-09 10:35:00,22887000.0,22896000.0,22885000.0,22893000.0,22895285.714285713,22880066.666666668,22900666.666666668
254,2022-12-09 10:40:00,22891000.0,22919000.0,22885000.0,22905000.0,22897000.0,22883666.666666668,22899833.333333332
255,2022-12-09 10:45:00,22905000.0,22931000.0,22894000.0,22910000.0,22900428.57142857,22884600.0,22899000.0
