date,open,high,low,close,volume
2022-10-11 12:00:00,27361000.0,27431000.0,27350000.0,27377000.0,137.4591934
2022-10-11 13:00:00,27379000.0,27431000.0,27345000.0,27380000.0,94.49883525
2022-10-11 14:00:00,27380000.0,27430000.0,27334000.0,27357000.0,99.69672927
2022-10-11 15:00:00,27363000.0,27435000.0,27330000.0,27365000.0,143.65064644
2022-10-11 16:00:00,27365000.0,27471000.0,27341000.0,27433000.0,206.68594998
2022-10-11 17:00:00,27431000.0,27484000.0,27420000.0,27428000.0,170.29427821
2022-10-11 18:00:00,27429000.0,27441000.0,27312000.0,27347000.0,223.16526735
2022-10-11 19:00:00,27342000.0,27410000.0,27340000.0,27362000.0,101.22860443
2022-10-11 20:00:00,27372000.0,27475000.0,27361000.0,27471000.0,112.36439223
2022-10-11 21:00:00,27470000.0,27678000.0,27443000.0,27532000.0,373.44502959
2022-10-11 22:00:00,27532000.0,27533000.0,27300000.0,27301000.0,305.80600047
2022-10-11 23:00:00,27301000.0,27410000.0,27131000.0,27344000.0,391.87339173
2022-10-12 00:00:00,27338000.0,27534000.0,27333000.0,27475000.0,115.37028038
2022-10-12 01:00:00,27475000.0,27519000.0,27399000.0,27476000.0,66.73745118
2022-10-12 02:00:00,27477000.0,27477000.0,27392000.0,27417000.0,50.05409748
2022-10-12 03:00:00,27452000.0,27452000.0,27231000.0,27260000.0,55.76685304
2022-10-12 04:00:00,27259000.0,27350000.0,27224000.0,27338000.0,46.88291611
2022-10-12 05:00:00,27340000.0,27359000.0,27305000.0,27328000.0,17.10450024
2022-10-12 06:00:00,27333000.0,27393000.0,27298000.0,27298000.0,35.85229099
2022-10-12 07:00:00,27298000.0,27362000.0,27293000.0,27328000.0,57.99924634
2022-10-12 08:00:00,27345000.0,27358000.0,27310000.0,27339000.0,76.54122439
2022-10-12 09:00:00,27339000.0,27459000.0,27313000.0,27443000.0,135.55829001
2022-10-12 10:00:00,27443000.0,27456000.0,27330000.0,27351000.0,99.63159475
2022-10-12 11:00:00,27351000.0,27381000.0,27338000.0,27364000.0,76.78238021
2022-10-12 12:00:00,27351000.0,27371000.0,27316000.0,27339000.0,97.15596627
2022-10-12 13:00:00,27339000.0,27419000.0,27319000.0,27380000.0,167.68497733
2022-10-12 14:00:00,27395000.0,27420000.0,27374000.0,27378000.0,76.17386023
2022-10-12 15:00:00,27378000.0,27500000.0,27370000.0,27425000.0,135.68626536
2022-10-12 16:00:00,27428000.0,27445000.0,27369000.0,27403000.0,75.84185884
2022-10-12 17:00:00,27385000.0,27467000.0,27380000.0,27436000.0,83.71701023
2022-10-12 18:00:00,27445000.0,27498000.0,27426000.0,27478000.0,88.97270848
2022-10-12 19:00:00,27479000.0,27494000.0,27412000.0,27444000.0,72.82578786
2022-10-12 20:00:00,27444000.0,27478000.0,27362000.0,27374000.0,120.95455279
2022-10-12 21:00:00,27374000.0,27477000.0,27255000.0,27350000.0,253.85063186
2022-10-12 22:00:00,27350000.0,27431000.0,27319000.0,27411000.0,125.82347856
2022-10-12 23:00:00,27411000.0,27431000.0,27340000.0,27366000.0,70.02082263
2022-10-13 00:00:00,27375000.0,27417000.0,27350000.0,27395000.0,44.8951128
2022-10-13 01:00:00,27395000.0,27414000.0,27330000.0,27375000.0,67.41374926
2022-10-13 02:00:00,27375000.0,27381000.0,27342000.0,27346000.0,25.97257176
2022-10-13 03:00:00,27384000.0,27445000.0,27345000.0,27396000.0,32.3848963
2022-10-13 04:00:00,27400000.0,27446000.0,27355000.0,27422000.0,9.85736515
2022-10-13 05:00:00,27422000.0,27440000.0,27382000.0,27428000.0,21.11215037
2022-10-13 06:00:00,27428000.0,27472000.0,27401000.0,27468000.0,50.41844595
2022-10-13 07:00:00,27467000.0,27523000.0,27464000.0,27474000.0,93.02280113
2022-10-13 08:00:00,27474000.0,27475000.0,27412000.0,27460000.0,75.66933714
2022-10-13 09:00:00,27460000.0,27489000.0,27373000.0,27391000.0,105.66082289
2022-10-13 10:00:00,27391000.0,27418000.0,27300000.0,27307000.0,132.32382325
2022-10-13 11:00:00,27307000.0,27314000.0,27214000.0,27308000.0,233.22511092
2022-10-13 12:00:00,27310000.0,27320000.0,27279000.0,27307000.0,69.27187332
2022-10-13 13:00:00,27307000.0,27359000.0,27273000.0,27323000.0,151.80120695
2022-10-13 14:00:00,27328000.0,27362000.0,27271000.0,27347000.0,131.65971957
2022-10-13 15:00:00,27347000.0,27385000.0,27299000.0,27313000.0,138.67715107
2022-10-13 16:00:00,27315000.0,27330000.0,27210000.0,27245000.0,265.39815559
2022-10-13 17:00:00,27245000.0,27293000.0,27215000.0,27290000.0,161.7204454
2022-10-13 18:00:00,27290000.0,27321000.0,27246000.0,27251000.0,111.00994826
2022-10-13 19:00:00,27260000.0,27275000.0,26802000.0,26947000.0,888.13406288
2022-10-13 20:00:00,26944000.0,27045000.0,26888000.0,26998000.0,294.34000289
2022-10-13 21:00:00,26999000.0,27299000.0,26400000.0,26676000.0,1936.93276849
2022-10-13 22:00:00,26685000.0,26806000.0,26506000.0,26715000.0,689.12499338
2022-10-13 23:00:00,26715000.0,26789000.0,26680000.0,26707000.0,424.36560209
2022-10-14 00:00:00,26707000.0,27470000.0,26700000.0,27336000.0,758.01064023
2022-10-14 01:00:00,27336000.0,27640000.0,27274000.0,27532000.0,382.83046549
2022-10-14 02:00:00,27549000.0,27674000.0,27501000.0,27579000.0,161.38408009
2022-10-14 03:00:00,27579000.0,28061000.0,27565000.0,27946000.0,300.73706102
2022-10-14 04:00:00,27946000.0,28015000.0,27824000.0,27895000.0,160.15642834
2022-10-14 05:00:00,27895000.0,28063000.0,27850000.0,27869000.0,165.71915513
2022-10-14 06:00:00,27889000.0,27916000.0,27797000.0,27894000.0,155.83704067
2022-10-14 07:00:00,27894000.0,27942000.0,27860000.0,27894000.0,157.22452997
2022-10-14 08:00:00,27909000.0,27926000.0,27788000.0,27810000.0,228.41330713
2022-10-14 09:00:00,27808000.0,27937000.0,27728000.0,27862000.0,436.71593905
2022-10-14 10:00:00,27856000.0,28539000.0,27856000.0,28430000.0,632.96332153
2022-10-14 11:00:00,28430000.0,28484000.0,28262000.0,28365000.0,364.94337181
2022-10-14 12:00:00,28366000.0,28397000.0,28284000.0,28315000.0,251.24523589
2022-10-14 13:00:00,28315000.0,28348000.0,28309000.0,28343000.0,141.71468212
2022-10-14 14:00:00,28344000.0,28375000.0,28245000.0,28326000.0,142.6848528
2022-10-14 15:00:00,28325000.0,28384000.0,28286000.0,28361000.0,126.17584399
2022-10-14 16:00:00,28361000.0,28362000.0,28100000.0,28160000.0,246.83760194
2022-10-14 17:00:00,28173000.0,28200000.0,28069000.0,28127000.0,174.62723998
2022-10-14 18:00:00,28139000.0,28215000.0,28038000.0,28214000.0,178.61563182
2022-10-14 19:00:00,28214000.0,28312000.0,28201000.0,28235000.0,143.39382997
2022-10-14 20:00:00,28235000.0,28278000.0,28145000.0,28154000.0,142.44246858
2022-10-14 21:00:00,28153000.0,28407000.0,28111000.0,28370000.0,305.20992512
2022-10-14 22:00:00,28369000.0,28378000.0,28157000.0,28192000.0,263.40583253
2022-10-14 23:00:00,28188000.0,28192000.0,27809000.0,27940000.0,483.74281358
2022-10-15 00:00:00,27945000.0,28022000.0,27765000.0,27827000.0,239.62416684
2022-10-15 01:00:00,27826000.0,27889000.0,27650000.0,27750000.0,242.03329742
