,date,balance,coin_quantity,avg_price,profitloss,portfolio_val,action,trading_volume,price,trading_price,trading_fee
0,2022-10-11 12:00:00,1000000.0,0.0,0.0,0.0,1000000.0,2,0.0,27377000.0,0.0,0.0
1,2022-10-11 13:00:00,1000000.0,0.0,0.0,0.0,1000000.0,2,0.0,27380000.0,0.0,0.0
2,2022-10-11 14:00:00,1000000.0,0.0,0.0,0.0,1000000.0,2,0.0,27357000.0,0.0,0.0
3,2022-10-11 15:00:00,1000000.0,0.0,0.0,0.0,1000000.0,2,0.0,27365000.0,0.0,0.0
4,2022-10-11 16:00:00,1000000.0,0.0,0.0,0.0,1000000.0,2,0.0,27433000.0,0.0,0.0
5,2022-10-11 17:00:00,1000000.0,0.0,0.0,0.0,1000000.0,2,0.0,27428000.0,0.0,0.0
6,2022-10-11 18:00:00,636314.3906852512,0.013292275473947993,27347000.0,-0.00018175192869307466,999818.248071307,0,0.013292275473947993,27347000.0,363685.6093147488,181.75192869302788
7,2022-10-11 19:00:00,764066.2248076384,0.008620988945427274,27347000.0,-4.627566758053092e-05,999953.7243324195,1,0.004671286528520719,27362000.0,127879.6498643806,63.90787099669195
8,2022-10-11 20:00:00,438070.96690256696,0.020481945653745295,27418807.564412832,0.0007304959566041269,1000730.495956604,0,0.011860956708318021,27471000.0,325995.2579050714,162.91617086710218
9,2022-10-11 21:00:00,636117.9722977902,0.01328500832865302,27418807.564412832,0.0018808216022652147,1001880.8216022651,1,0.007196937325092275,27532000.0,198245.15147365772,99.07303921722026
10,2022-10-11 22:00:00,763507.9111672493,0.00861654689125841,27418807.564412832,-0.0012517421545048535,998748.2578454951,1,0.00466846143739461,27301000.0,127517.3925351614,63.72683285115512
11,2022-10-11 23:00:00,846476.9604979022,0.005580760078503989,27418807.564412832,-0.0009227359154847514,999077.2640845153,1,0.003035786812754421,27344000.0,83052.05988526087,41.505277303978446
12,2022-10-12 00:00:00,900333.5986028046,0.0036195742770535858,27418807.564412832,-0.0002185981351481292,999781.4018648518,1,0.001961185801450403,27475000.0,53910.52168479725,26.941789947424912
13,2022-10-12 01:00:00,935209.165526476,0.0023496291092567224,27418807.564412832,-0.0002324250675863615,999767.5749324136,1,0.0012699451677968634,27476000.0,34910.45993710181,17.44650671519331
14,2022-10-12 02:00:00,957790.2604207622,0.0015256005470569494,27418807.564412832,-0.00038234938057735146,999617.6506194227,1,0.0008240285621997728,27417000.0,22603.687285376087,11.296195544915586
15,2022-10-12 03:00:00,957790.2604207622,0.0015256005470569494,27418807.564412832,-0.0006218686664652973,999378.1313335347,2,0.0,27260000.0,0.0,0.0
16,2022-10-12 04:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.0005101855877355232,999489.8144122645,1,0.0005350621070004459,27338000.0,14634.841645118779,7.313763940589095
17,2022-10-12 05:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.0005200909721360114,999479.909027864,2,0.0,27328000.0,0.0,0.0
18,2022-10-12 06:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.000549807125337809,999450.1928746622,2,0.0,27298000.0,0.0,0.0
19,2022-10-12 07:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.0005200909721360114,999479.909027864,2,0.0,27328000.0,0.0,0.0
20,2022-10-12 08:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.0005091950492954744,999490.8049507046,2,0.0,27339000.0,0.0,0.0
21,2022-10-12 09:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.0004061790515295094,999593.8209484705,2,0.0,27443000.0,0.0,0.0
22,2022-10-12 10:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.0004973085880146666,999502.6914119853,2,0.0,27351000.0,0.0,0.0
23,2022-10-12 11:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.000484431588294032,999515.568411706,2,0.0,27364000.0,0.0,0.0
24,2022-10-12 12:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.0005091950492954744,999490.8049507046,2,0.0,27339000.0,0.0,0.0
25,2022-10-12 13:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.0004685829732531399,999531.4170267469,2,0.0,27380000.0,0.0,0.0
26,2022-10-12 14:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.00047056405013323754,999529.4359498668,2,0.0,27378000.0,0.0,0.0
27,2022-10-12 15:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.0004240087434504991,999575.9912565495,2,0.0,27425000.0,0.0,0.0
28,2022-10-12 16:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.0004458005891317951,999554.1994108682,2,0.0,27403000.0,0.0,0.0
29,2022-10-12 17:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.00041311282060996213,999586.8871793901,2,0.0,27436000.0,0.0,0.0
30,2022-10-12 18:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.0003715102061275788,999628.4897938725,2,0.0,27478000.0,0.0,0.0
31,2022-10-12 19:00:00,972410.4745379998,0.0009905384400565034,27418807.564412832,-0.0004051885130894606,999594.8114869106,2,0.0,27444000.0,0.0,0.0
32,2022-10-12 20:00:00,984552.3677637121,0.0005467608697592526,27418807.564412832,-0.00048060018749818134,999519.3998125019,1,0.00044377757029725085,27374000.0,12154.041192921602,6.073983604658473
33,2022-10-12 21:00:00,984552.3677637121,0.0005467608697592526,27418807.564412832,-0.0004937224483724245,999506.2775516276,2,0.0,27350000.0,0.0,0.0
34,2022-10-12 22:00:00,984552.3677637121,0.0005467608697592526,27418807.564412832,-0.0004603700353170703,999539.629964683,2,0.0,27411000.0,0.0,0.0
35,2022-10-12 23:00:00,984552.3677637121,0.0005467608697592526,27418807.564412832,-0.0004849742744562624,999515.0257255437,2,0.0,27366000.0,0.0,0.0
36,2022-10-13 00:00:00,984552.3677637121,0.0005467608697592526,27418807.564412832,-0.0004691182092331214,999530.8817907668,2,0.0,27395000.0,0.0,0.0
37,2022-10-13 01:00:00,984552.3677637121,0.0005467608697592526,27418807.564412832,-0.0004800534266283796,999519.9465733716,2,0.0,27375000.0,0.0,0.0
38,2022-10-13 02:00:00,984552.3677637121,0.0005467608697592526,27418807.564412832,-0.0004959094918514095,999504.0905081485,2,0.0,27346000.0,0.0,0.0
39,2022-10-13 03:00:00,984552.3677637121,0.0005467608697592526,27418807.564412832,-0.0004685714483634307,999531.4285516365,2,0.0,27396000.0,0.0,0.0
40,2022-10-13 04:00:00,984552.3677637121,0.0005467608697592526,27418807.564412832,-0.000454355665749806,999545.6443342502,2,0.0,27422000.0,0.0,0.0
41,2022-10-13 05:00:00,984552.3677637121,0.0005467608697592526,27418807.564412832,-0.00045107510053110644,999548.9248994689,2,0.0,27428000.0,0.0,0.0
42,2022-10-13 06:00:00,984552.3677637121,0.0005467608697592526,27418807.564412832,-0.0004292046657408122,999570.7953342592,2,0.0,27468000.0,0.0,0.0
43,2022-10-13 07:00:00,602606.9195666775,0.014441882472422818,27471910.448022038,-0.000616801385977972,999383.198614022,0,0.013895121602663565,27474000.0,381945.44819703454,190.8772854557894
44,2022-10-13 08:00:00,741927.5122264366,0.009365761285108142,27471910.448022038,-0.000888682884493841,999111.3171155062,1,0.0050761211873146745,27460000.0,139459.98294756276,69.69514390183049
45,2022-10-13 09:00:00,832142.7099576719,0.0060705063511815645,27471910.448022038,-0.0015800505771138562,998419.9494228861,1,0.0032952549339265776,27391000.0,90305.45805913047,45.13016394759145
46,2022-10-13 10:00:00,890502.7275029646,0.003932255640690912,27471910.448022038,-0.0021191677166887413,997880.8322833113,1,0.002138250710490653,27307000.0,58418.40675744393,29.194606075684128
47,2022-10-13 11:00:00,928334.302090207,0.0025461966163331773,27471910.448022038,-0.002134160710966615,997865.8392890334,1,0.0013860590243577344,27308000.0,37869.42508707959,18.925249918580505
48,2022-10-13 12:00:00,952798.5520284742,0.0016498517896455741,27471910.448022038,-0.0021489451516740754,997851.0548483259,1,0.0008963448266876033,27307000.0,24488.72642644956,12.238244091179192
49,2022-10-13 13:00:00,968674.8924889099,0.0010684997198971374,27471910.448022038,-0.0021304896643405957,997869.5103356594,1,0.0005813520697484367,27323000.0,15892.224743037401,7.9421413008682675
50,2022-10-13 14:00:00,968674.8924889099,0.0010684997198971374,27471910.448022038,-0.0021048456710630603,997895.154328937,2,0.0,27347000.0,0.0,0.0
51,2022-10-13 15:00:00,978947.2712199194,0.0006922130619044446,27471910.448022038,-0.0021463134202843737,997853.6865797156,1,0.00037628665799269287,27313000.0,10282.656248499297,5.13875874487721
52,2022-10-13 16:00:00,978947.2712199194,0.0006922130619044446,27471910.448022038,-0.0021933839084939954,997806.616091506,2,0.0,27245000.0,0.0,0.0
53,2022-10-13 17:00:00,978947.2712199194,0.0006922130619044446,27471910.448022038,-0.0021622343207082784,997837.7656792917,2,0.0,27290000.0,0.0,0.0
54,2022-10-13 18:00:00,978947.2712199194,0.0006922130619044446,27471910.448022038,-0.0021892306301225517,997810.7693698774,2,0.0,27251000.0,0.0,0.0
55,2022-10-13 19:00:00,978947.2712199194,0.0006922130619044446,27471910.448022038,-0.002399663400941554,997600.3365990585,2,0.0,26947000.0,0.0,0.0
56,2022-10-13 20:00:00,978947.2712199194,0.0006922130619044446,27471910.448022038,-0.0023643605347843932,997635.6394652156,2,0.0,26998000.0,0.0,0.0
57,2022-10-13 21:00:00,631263.9108517284,0.01371926380284793,26716158.102952488,-0.0027610079435003154,997238.9920564997,0,0.013027050740943485,26676000.0,347683.3603681911,173.75480278270422
58,2022-10-13 22:00:00,760655.4071059912,0.008873438447562658,26716158.102952488,-0.002290684767372486,997709.3152326276,1,0.0048458253552852715,26715000.0,129520.95247862923,64.72811218322302
59,2022-10-13 23:00:00,367852.9934850168,0.023573933095620902,26710447.19154482,-0.0025579753302357178,997442.0246697643,0,0.014700494648058244,26707000.0,392802.41362097434,196.30305528284578
60,2022-10-14 00:00:00,594592.7221329084,0.01527523704552197,26710447.19154482,0.012156602009296913,1012156.602009297,1,0.008298696050098931,27336000.0,226966.5818031171,113.42657761275221
61,2022-10-14 01:00:00,594592.7221329084,0.01527523704552197,26710447.19154482,0.01515054847021946,1015150.5484702194,2,0.0,27532000.0,0.0,0.0
