,date,balance,coin_quantity,avg_price,profitloss,portfolio_val,action,trading_volume,price,trading_price,trading_fee
62,2022-10-14 02:00:00,739615.000204478,0.010014175169300504,26710447.19154482,0.015795937198616494,1015795.9371986166,1,0.005261061876221465,27579000.0,145167.37289705392,72.54741274215588
63,2022-10-14 03:00:00,474475.9407489951,0.019496983305613187,27311386.83647387,0.019338636207661075,1019338.6362076611,0,0.009482808136312682,27946000.0,265139.05945548293,132.5032780886971
64,2022-10-14 04:00:00,311431.7939899123,0.02533898600955187,27445941.142557338,0.018262808726361657,1018262.8087263617,0,0.005842002703938685,27895000.0,163044.1467590828,81.48133271318481
65,2022-10-14 05:00:00,607338.2274882604,0.014715911599680243,27445941.142557338,0.01745596785974901,1017455.967859749,1,0.010623074409871628,27869000.0,296202.48795907677,148.0272303643562
66,2022-10-14 06:00:00,771761.5613766774,0.008818385727386635,27445941.142557338,0.0177416128564003,1017741.6128564002,1,0.005897525872293607,27894000.0,164587.83947509874,82.25279334087894
67,2022-10-14 07:00:00,856396.6222448386,0.005782700649307292,27445941.142557338,0.017699274156616207,1017699.2741566162,1,0.003035685078079343,27894000.0,84719.73826772916,42.3386997839726
68,2022-10-14 08:00:00,911850.4882367679,0.0037876770320715166,27445941.142557338,0.017185786498676858,1017185.7864986768,1,0.0019950236172357754,27810000.0,55509.34759872457,27.740803397663456
69,2022-10-14 09:00:00,948280.3859769314,0.0024795110066223734,27445941.142557338,0.01736452164344393,1017364.521643444,1,0.0013081660254491432,27862000.0,36466.34586196455,18.224060900532013
70,2022-10-14 10:00:00,972562.9171444209,0.0016249672673771106,27445941.142557338,0.018760736555952118,1018760.7365559521,1,0.0008545437392452628,28430000.0,24306.825845996194,12.147339253371412
71,2022-10-14 11:00:00,561697.1731601041,0.0161026832475438,28272255.173738502,0.018449783476683912,1018449.783476684,0,0.01447771598016669,28365000.0,410865.7439843169,205.3302068887141
72,2022-10-14 12:00:00,718714.2337875516,0.01055454238822318,28272255.173738502,0.01756610151009097,1017566.101510091,1,0.0055481408593206225,28315000.0,157174.15623587926,78.54780421583172
73,2022-10-14 13:00:00,718714.2337875516,0.01055454238822318,28272255.173738502,0.017861628696961285,1017861.6286969612,2,0.0,28343000.0,0.0,0.0
74,2022-10-14 14:00:00,821714.1891884281,0.006916489675469977,28272255.173738502,0.01763067573579069,1017630.6757357907,1,0.003638052712753202,28326000.0,103103.00688201791,51.5257405707236
75,2022-10-14 15:00:00,821714.1891884281,0.006916489675469977,28272255.173738502,0.01787275287443224,1017872.7528744321,2,0.0,28361000.0,0.0,0.0
76,2022-10-14 16:00:00,888874.7030362148,0.004530335168962936,28272255.173738502,0.016448941394211047,1016448.941394211,1,0.002386154506507042,28160000.0,67227.70795868992,33.59705545161915
77,2022-10-14 17:00:00,932801.9851343837,0.002967806042979643,28272255.173738502,0.016277465705272,1016277.465705272,1,0.0015625291259832926,28127000.0,43971.23135489533,21.974628363266035
78,2022-10-14 18:00:00,961662.1967225298,0.0019443904013619177,28272255.173738502,0.016521227506554936,1016521.2275065549,1,0.0010234156416177255,28214000.0,28889.086237058807,14.437324456301255
79,2022-10-14 19:00:00,980577.2723500784,0.0012741393690794017,28272255.173738502,0.016552597436035432,1016552.5974360354,1,0.0006702510322825161,28235000.0,18934.00016544509,9.462268948248422
80,2022-10-14 20:00:00,626872.3119339338,0.013831083189424139,28164893.837481413,0.016272628048980886,1016272.628048981,0,0.012556943820344738,28154000.0,353704.9604161447,176.76409815899288
81,2022-10-14 21:00:00,762213.3503507603,0.009058127856741002,28164893.837481413,0.01919243764650247,1019192.4376465025,1,0.004772955332683137,28370000.0,135476.4471596147,67.7043713941103
82,2022-10-14 22:00:00,850135.6914474972,0.005937869476389612,28164893.837481413,0.017536107725873107,1017536.1077258731,1,0.0031202583803513905,28192000.0,88010.30742099583,43.983162129433204
83,2022-10-14 23:00:00,907436.8157198019,0.003885980100337783,28164893.837481413,0.01601109972323944,1016011.0997232395,1,0.002051889376051829,27940000.0,57358.45406147154,28.66489458344405
84,2022-10-15 00:00:00,907436.8157198019,0.003885980100337783,28164893.837481413,0.015571983971901515,1015571.9839719015,2,0.0,27827000.0,0.0,0.0
85,2022-10-15 01:00:00,944732.0497579562,0.002541335380206392,28164893.837481413,0.015254106558683533,1015254.1065586836,1,0.0013446447201313908,27750000.0,37332.547929137916,18.65694549182305
86,2022-10-15 02:00:00,969131.7146491976,0.001664472203961606,28164893.837481413,0.015470620807488844,1015470.6208074888,1,0.0008768631762447861,27840000.0,24424.07676206817,12.205935413327422
87,2022-10-15 03:00:00,988319.8597298259,0.0009699586393640913,28164893.837481413,0.015131456439128055,1015131.456439128,1,0.0006945135645975147,27642000.0,19207.342824580803,9.59887197630225
88,2022-10-15 04:00:00,988319.8597298259,0.0009699586393640913,28164893.837481413,0.01510041776266835,1015100.4177626685,2,0.0,27610000.0,0.0,0.0
89,2022-10-15 05:00:00,988319.8597298259,0.0009699586393640913,28164893.837481413,0.01512369677001324,1015123.6967700132,2,0.0,27634000.0,0.0,0.0
90,2022-10-15 06:00:00,998889.7587034148,0.0005857556759899815,28164893.837481413,0.015012683685039052,1015012.683685039,1,0.00038420296337410975,27525000.0,10580.474160155807,5.287593283436185
91,2022-10-15 07:00:00,998889.7587034148,0.0005857556759899815,28164893.837481413,0.01505778687209025,1015057.7868720903,2,0.0,27602000.0,0.0,0.0
92,2022-10-15 08:00:00,998889.7587034148,0.0005857556759899815,28164893.837481413,0.015091760701297696,1015091.7607012977,2,0.0,27660000.0,0.0,0.0
93,2022-10-15 09:00:00,998889.7587034148,0.0005857556759899815,28164893.837481413,0.015116948195365243,1015116.9481953653,2,0.0,27703000.0,0.0,0.0
94,2022-10-15 10:00:00,998889.7587034148,0.0005857556759899815,28164893.837481413,0.015058958383442178,1015058.9583834423,2,0.0,27604000.0,0.0,0.0
95,2022-10-15 11:00:00,998889.7587034148,0.0005857556759899815,28164893.837481413,0.015093517968325587,1015093.5179683256,2,0.0,27663000.0,0.0,0.0
96,2022-10-15 12:00:00,636823.6630307414,0.013661058385681256,27697919.798196957,0.014920775971241529,1014920.7759712415,0,0.013075302709691275,27677000.0,362066.09567267343,180.9425765480627
97,2022-10-15 13:00:00,767421.9375444511,0.008933378874976135,27697919.798196957,0.01432266289104156,1014322.6628910415,1,0.004727679510705121,27638000.0,130728.93812002655,65.33180315843407
98,2022-10-15 14:00:00,852851.4005032144,0.005843836165477039,27697919.798196957,0.014521128021136809,1014521.1280211367,1,0.0030895427094990964,27665000.0,85514.93515782164,42.73609952914625
99,2022-10-15 15:00:00,908787.4696384068,0.0038206978833292306,27697919.798196957,0.014475614487059918,1014475.6144870599,1,0.0020231382821478084,27662000.0,55992.03318635306,27.98202558038634
100,2022-10-15 16:00:00,945289.2791335382,0.0024981299070174767,27697919.798196957,0.01427014025601192,1014270.1402560119,1,0.0013225679763117536,27613000.0,36538.3295646614,18.260034764948227
101,2022-10-15 17:00:00,969120.5192515138,0.001631893333036553,27697919.798196957,0.014038383243344832,1014038.3832433448,1,0.0008662365739809239,27525000.0,23855.08327967434,11.921580849412466
102,2022-10-15 18:00:00,466202.34254043933,0.019881488282551138,27556633.89787174,0.013818055795027817,1013818.0557950279,0,0.018249594949514586,27544000.0,502918.1767110744,251.33342164471486
103,2022-10-15 19:00:00,656113.5443291853,0.012997704321563112,27556633.89787174,0.014876179012970336,1014876.1790129703,1,0.006883783960988026,27602000.0,190101.20799363707,95.00310244559574
104,2022-10-15 20:00:00,410179.3027434003,0.021901976433344107,27576703.739869133,0.014805264162297549,1014805.2641622976,0,0.008904272111780994,27606000.0,245934.24158578503,122.90566795891306
105,2022-10-15 21:00:00,619361.7709267901,0.014330631677564517,27576703.739869133,0.015489091758028373,1015489.0917580284,1,0.007571344755779591,27642000.0,209391.75529512906,104.64355586962972
106,2022-10-15 22:00:00,756298.6696517902,0.009374030924128935,27576703.739869133,0.01540625842563803,1015406.2584256381,1,0.004956600753435582,27641000.0,137073.9041264258,68.50270071285647
107,2022-10-15 23:00:00,845941.5404658442,0.006129178729071419,27576703.739869133,0.015352040537378375,1015352.0405373783,1,0.0032448521950575165,27640000.0,89732.55852872545,44.84385733569488
108,2022-10-16 00:00:00,904370.8735761528,0.004008810125824979,27576703.739869133,0.014893768745147584,1014893.7687451475,1,0.00212036860324644,27570000.0,58487.7916727001,29.229281195752172
109,2022-10-16 01:00:00,942541.1228991279,0.0026246367298491725,27576703.739869133,0.014954850275666676,1014954.8502756666,1,0.0013841733959758062,27590000.0,38208.438666969974,19.094671997486248
110,2022-10-16 02:00:00,967481.9801414575,0.0017203993798968519,27576703.739869133,0.014958121429091031,1014958.1214290911,1,0.0009042373499523205,27596000.0,24965.810576238877,12.476666954642118
111,2022-10-16 03:00:00,983817.8440954628,0.0011278377102575485,27576703.739869133,0.014925863819786667,1014925.8638197866,1,0.0005925616696393034,27582000.0,16352.207989977262,8.172017985995634
112,2022-10-16 04:00:00,994530.4386014225,0.0007387447935835855,27576703.739869133,0.014879902685475788,1014879.9026854759,1,0.00038909291667396304,27546000.0,10723.312459442337,5.358976741350493
113,2022-10-16 05:00:00,651985.9798435098,0.013158423109027838,27567544.790758528,0.014724229690080248,1014724.2296900803,0,0.012419678315444252,27567000.0,342544.45875791257,171.18663606092585
114,2022-10-16 06:00:00,391923.3462118126,0.022594050642716246,27559382.581655897,0.014344253317359668,1014344.2533173597,0,0.00943562753368841,27548000.0,260062.6336316973,129.96633364902416
115,2022-10-16 07:00:00,607219.7688289045,0.014772550109694037,27559382.581655897,0.014055798849878398,1014055.7988498784,1,0.007821500533022208,27540000.0,215511.82674177134,107.70206233971582
116,2022-10-16 08:00:00,748349.440543304,0.009642471928821904,27559382.581655897,0.013748837912197942,1013748.837912198,1,0.005130078180872133,27524000.0,141270.87198624975,70.6001359251623
117,2022-10-16 09:00:00,840664.5932842288,0.006297985637989464,27559382.581655897,0.014589764662945814,1014589.7646629459,1,0.00334448629083244,27616000.0,92407.51407433247,46.18066670381433
118,2022-10-16 10:00:00,900918.7664914783,0.00411519487236806,27559382.581655897,0.014572218476539334,1014572.2184765394,1,0.0021827907656214044,27618000.0,60314.45752261441,30.142157682465974
119,2022-10-16 11:00:00,940228.6893978803,0.002688917893211135,27559382.581655897,0.014375600303177416,1014375.6003031774,1,0.0014262769791569244,27575000.0,39349.252494102315,19.664793850126095
120,2022-10-16 12:00:00,965927.8552458402,0.0017579974783346233,27559382.581655897,0.014483745597442477,1014483.7455974425,1,0.0009309204148765118,27620000.0,25724.8778698187,12.85601092944463
121,2022-10-16 13:00:00,982711.4894084414,0.0011496567118349657,27559382.581655897,0.01444546362522181,1014445.4636252219,1,0.0006083407664996574,27603000.0,16800.42619277889,8.396015088845022
122,2022-10-16 14:00:00,982711.4894084414,0.0011496567118349657,27559382.581655897,0.014439715341662662,1014439.7153416628,2,0.0,27598000.0,0.0,0.0
123,2022-10-16 15:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.014408934326515022,1014408.934326515,1,0.00039806842815722193,27576000.0,10982.623542350984,5.4885674874317765
124,2022-10-16 16:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.014396157325692549,1014396.1573256925,2,0.0,27559000.0,0.0,0.0
125,2022-10-16 17:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.014433736739876357,1014433.7367398763,2,0.0,27609000.0,0.0,0.0
126,2022-10-16 18:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.014435239916443798,1014435.2399164437,2,0.0,27611000.0,0.0,0.0
127,2022-10-16 19:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.014433736739876357,1014433.7367398763,2,0.0,27609000.0,0.0,0.0
128,2022-10-16 20:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.01439916367882721,1014399.1636788271,2,0.0,27563000.0,0.0,0.0
129,2022-10-16 21:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.014394654149125108,1014394.6541491251,2,0.0,27557000.0,0.0,0.0
130,2022-10-16 22:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.014384131913153464,1014384.1319131536,2,0.0,27543000.0,0.0,0.0
131,2022-10-16 23:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.014400666855394428,1014400.6668553945,2,0.0,27565000.0,0.0,0.0
132,2022-10-17 00:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.014432985151592748,1014432.9851515926,2,0.0,27608000.0,0.0,0.0
133,2022-10-17 01:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.014422462915621326,1014422.4629156212,2,0.0,27594000.0,0.0,0.0
134,2022-10-17 02:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.014421711327337494,1014421.7113273375,2,0.0,27593000.0,0.0,0.0
135,2022-10-17 03:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.01440517638509653,1014405.1763850966,2,0.0,27571000.0,0.0,0.0
136,2022-10-17 04:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.014601340927136386,1014601.3409271365,2,0.0,27832000.0,0.0,0.0
137,2022-10-17 05:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.01456977421922212,1014569.774219222,2,0.0,27790000.0,0.0,0.0
138,2022-10-17 06:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.01444876850554988,1014448.7685055499,2,0.0,27629000.0,0.0,0.0
139,2022-10-17 07:00:00,993683.1358158175,0.0007515882836777438,27559382.581655897,0.01453219480503809,1014532.1948050382,2,0.0,27740000.0,0.0,0.0
140,2022-10-17 08:00:00,535375.6460218416,0.017315625548862765,27650849.706316404,0.014239270575641338,1014239.2705756414,0,0.01656403726518502,27655000.0,458307.489793976,229.03922528434586
141,2022-10-17 09:00:00,701184.4766602094,0.01131244915287843,27650849.706316404,0.013792696550851913,1013792.6965508519,1,0.006003176395984335,27634000.0,165974.72241489444,82.94588826331557
142,2022-10-17 10:00:00,809365.3455456154,0.007386909243601072,27650849.706316404,0.013037207210184087,1013037.2072101842,1,0.003925539909277359,27572000.0,108289.10387178462,54.11749318929767
143,2022-10-17 11:00:00,880093.0853726752,0.004822935136287268,27650849.706316404,0.013201272199067526,1013201.2721990675,1,0.0025639741073138034,27599000.0,70798.50294844754,35.38156069387683
144,2022-10-17 12:00:00,926182.6824278669,0.0031484860501954526,27650849.706316404,0.012888839764199522,1012888.8397641995,1,0.001674449086091816,27539000.0,46135.70970857346,23.056326690941262
145,2022-10-17 13:00:00,956293.8461981321,0.002056481305969444,27650849.706316404,0.013028052467217277,1013028.0524672172,1,0.0010920047442260087,27588000.0,30141.289997148975,15.063113441853563
146,2022-10-17 14:00:00,956293.8461981321,0.002056481305969444,27650849.706316404,0.013095916350314152,1013095.9163503142,2,0.0,27621000.0,0.0,0.0
147,2022-10-17 15:00:00,976013.7768891291,0.001343313202271945,27650849.706316404,0.013176536629982305,1013176.5366299824,1,0.0007131681036974991,27665000.0,19739.660486585708,9.864897794395656
148,2022-10-17 16:00:00,988910.258321697,0.0008774865334746087,27650849.706316404,0.013215757812410134,1013215.7578124102,1,0.0004658266687973362,27699000.0,12909.384365466924,6.451466449508708
149,2022-10-17 17:00:00,988910.258321697,0.0008774865334746087,27650849.706316404,0.013172760972269826,1013172.7609722699,2,0.0,27650000.0,0.0,0.0
150,2022-10-17 18:00:00,988910.258321697,0.0008774865334746087,27650849.706316404,0.013296486573489918,1013296.4865734898,2,0.0,27791000.0,0.0,0.0
151,2022-10-17 19:00:00,999446.7287830603,0.00049838266279351,27650849.706316404,0.013305255487359391,1013305.2554873595,1,0.0003791038706810987,27807000.0,10547.012202695327,5.270870666014656
152,2022-10-17 20:00:00,614662.5077512418,0.014263304819890285,27929896.626684118,0.013179244418976443,1013179.2444189764,0,0.013764922157096775,27940000.0,384784.22103181854,192.29596253464197
153,2022-10-17 21:00:00,753080.2467850433,0.009320695072038325,27929896.626684118,0.014236802008485094,1014236.8020084851,1,0.00494260974785196,28019000.0,138556.2260163266,69.24349126253203
154,2022-10-17 22:00:00,843598.746031193,0.006094225260619393,27929896.626684118,0.014657554871518652,1014657.5548715186,1,0.003226469811418932,28069000.0,90609.06302728635,45.281890568359
155,2022-10-17 23:00:00,913718.686688081,0.0035809696123435815,27929896.626684118,0.013677872447039663,1013677.8724470397,1,0.0025132556482758118,27914000.0,70190.09567505399,35.07750908298551
156,2022-10-18 00:00:00,948424.89908065,0.002341063374898169,27929896.626684118,0.013986378894673246,1013986.3788946732,1,0.0012399062374454125,28005000.0,34740.935966748606,17.361787089829388
157,2022-10-18 01:00:00,977795.6205746558,0.0012908341325426874,27929896.626684118,0.013913159603200276,1013913.1596032003,1,0.0010502292423554816,27980000.0,29400.106908206926,14.692707100553188
158,2022-10-18 02:00:00,977795.6205746558,0.0012908341325426874,27929896.626684118,0.013904123764272525,1013904.1237642724,2,0.0,27973000.0,0.0,0.0
159,2022-10-18 03:00:00,990228.133774959,0.0008462761423144371,27929896.626684118,0.013906940236916965,1013906.940236917,1,0.00044455799022825025,27980000.0,12444.951932869733,6.219366283293221
160,2022-10-18 04:00:00,649959.9199356341,0.01299177163395598,27997303.229895286,0.013755509229669505,1013755.5092296696,0,0.012145495491641544,28002000.0,340268.21383932495,170.0490823784733
161,2022-10-18 05:00:00,814738.8861533441,0.0071040748761199025,27997303.229895286,0.013660086759577528,1013660.0867595775,1,0.005887696757836078,28001000.0,164943.8276146261,82.43069845808402
