,open,high,low,close,volume,value
2022-10-24 00:00:00,27617000.0,27624000.0,27579000.0,27607000.0,39.73752633,1096779260.52833
2022-10-24 01:00:00,27607000.0,27629000.0,27579000.0,27616000.0,40.1727583,1109087715.7461
2022-10-24 02:00:00,27617000.0,27969000.0,27597000.0,27937000.0,205.84234291,5720752568.95641
2022-10-24 03:00:00,27947000.0,28007000.0,27837000.0,27890000.0,173.83395748,4859235087.42024
2022-10-24 04:00:00,27890000.0,27988000.0,27886000.0,27950000.0,58.51679789,1634637442.10332
2022-10-24 05:00:00,27970000.0,27975000.0,27872000.0,27928000.0,77.93047006,2176215499.3793
2022-10-24 06:00:00,27928000.0,28082000.0,27875000.0,27983000.0,131.18737999,3667858378.62019
2022-10-24 07:00:00,27988000.0,28152000.0,27988000.0,28019000.0,314.16376139,8820574884.12891
2022-10-24 08:00:00,28019000.0,28059000.0,27939000.0,27981000.0,151.6144829,4245713872.88631
2022-10-24 09:00:00,27981000.0,28077000.0,27978000.0,28023000.0,339.64068593,9524462333.23645
2022-10-24 10:00:00,28023000.0,28023000.0,27806000.0,27862000.0,261.05478559,7282914169.64895
2022-10-24 11:00:00,27862000.0,27936000.0,27828000.0,27893000.0,153.7995949,4290518201.97535
2022-10-24 12:00:00,27893000.0,27936000.0,27829000.0,27880000.0,151.77859103,4231360010.10351
2022-10-24 13:00:00,27880000.0,27881000.0,27774000.0,27828000.0,202.04347818,5624102011.44784
2022-10-24 14:00:00,27838000.0,27844000.0,27773000.0,27778000.0,128.28288703,3567618109.70623
2022-10-24 15:00:00,27778000.0,27831000.0,27775000.0,27776000.0,98.86492286,2749049954.74835
2022-10-24 16:00:00,27776000.0,27850000.0,27750000.0,27838000.0,155.48892461,4321384655.43376
2022-10-24 17:00:00,27838000.0,27895000.0,27810000.0,27883000.0,157.94225873,4398838563.89393
2022-10-24 18:00:00,27883000.0,27923000.0,27823000.0,27902000.0,122.14307573,3403613994.8528
2022-10-24 19:00:00,27893000.0,27976000.0,27880000.0,27895000.0,94.92556253,2650536901.88222
2022-10-24 20:00:00,27896000.0,27972000.0,27880000.0,27946000.0,79.06513286,2207706164.2524
2022-10-24 21:00:00,27946000.0,27957000.0,27840000.0,27878000.0,109.48919492,3054526012.39846
2022-10-24 22:00:00,27878000.0,27924000.0,27803000.0,27843000.0,158.95318852,4429637556.29673
2022-10-24 23:00:00,27848000.0,27870000.0,27663000.0,27747000.0,326.86359529,9069886964.20806
2022-10-25 00:00:00,27747000.0,27800000.0,27708000.0,27797000.0,107.46239845,2981474307.77529
2022-10-25 01:00:00,27798000.0,27800000.0,27759000.0,27797000.0,49.36761988,1371307364.97981
2022-10-25 02:00:00,27785000.0,27797000.0,27712000.0,27779000.0,46.81242107,1299119462.36546
2022-10-25 03:00:00,27779000.0,27849000.0,27766000.0,27848000.0,31.67835347,881040714.37368
2022-10-25 04:00:00,27849000.0,27919000.0,27828000.0,27870000.0,122.76633691,3425210589.62942
2022-10-25 05:00:00,27870000.0,27894000.0,27783000.0,27884000.0,43.97058269,1224209956.4818
2022-10-25 06:00:00,27865000.0,27910000.0,27814000.0,27866000.0,54.44007239,1516353831.21771
2022-10-25 07:00:00,27866000.0,27867000.0,27809000.0,27846000.0,47.0142131,1308583672.83
2022-10-25 08:00:00,27847000.0,27850000.0,27785000.0,27803000.0,81.50111463,2266380841.95104
2022-10-25 09:00:00,27803000.0,27821000.0,27743000.0,27745000.0,168.48655833,4678794215.6581
2022-10-25 10:00:00,27755000.0,27766000.0,27665000.0,27701000.0,152.95018084,4237344602.58763
2022-10-25 11:00:00,27711000.0,27746000.0,27679000.0,27727000.0,82.58000651,2288296565.83019
2022-10-25 12:00:00,27728000.0,27798000.0,27727000.0,27749000.0,93.27071985,2588937642.03286
2022-10-25 13:00:00,27749000.0,27781000.0,27706000.0,27711000.0,72.62291151,2014197555.53359
2022-10-25 14:00:00,27734000.0,27740000.0,27674000.0,27733000.0,102.51746427,2840033705.90063
2022-10-25 15:00:00,27733000.0,27764000.0,27708000.0,27744000.0,101.24358531,2808375553.06184
2022-10-25 16:00:00,27744000.0,27760000.0,27678000.0,27691000.0,80.06733377,2217839412.1245
2022-10-25 17:00:00,27691000.0,27713000.0,27678000.0,27689000.0,74.13814063,2053358450.6093
2022-10-25 18:00:00,27689000.0,27693000.0,27621000.0,27660000.0,122.74050929,3394967995.00548
2022-10-25 19:00:00,27663000.0,27715000.0,27630000.0,27708000.0,80.73239711,2233654247.37831
2022-10-25 20:00:00,27708000.0,27721000.0,27658000.0,27692000.0,83.24960529,2305445682.16444
2022-10-25 21:00:00,27692000.0,27725000.0,27651000.0,27688000.0,107.18360647,2967518648.73768
2022-10-25 22:00:00,27700000.0,27960000.0,27689000.0,27878000.0,335.2917428,9335537135.80739
2022-10-25 23:00:00,27872000.0,27948000.0,27823000.0,27875000.0,227.80973935,6352418483.5325
2022-10-26 00:00:00,27873000.0,28219000.0,27872000.0,28128000.0,489.43505752,13733832620.06336
2022-10-26 01:00:00,28128000.0,28249000.0,28094000.0,28222000.0,309.12699407,8709465260.43772
2022-10-26 02:00:00,28222000.0,28600000.0,28222000.0,28553000.0,707.85071426,20133695478.05003
2022-10-26 03:00:00,28553000.0,28830000.0,28502000.0,28674000.0,374.32265299,10734313269.72352
2022-10-26 04:00:00,28650000.0,28844000.0,28609000.0,28680000.0,194.59622914,5587500785.84777
2022-10-26 05:00:00,28679000.0,28702000.0,28375000.0,28570000.0,225.8178633,6431202773.06981
2022-10-26 06:00:00,28570000.0,28714000.0,28476000.0,28677000.0,215.08647101,6144146267.73922
2022-10-26 07:00:00,28676000.0,28683000.0,28346000.0,28433000.0,275.3727191,7839076110.84481
2022-10-26 08:00:00,28433000.0,28557000.0,28422000.0,28494000.0,216.70992622,6174171749.83178
2022-10-26 09:00:00,28494000.0,28650000.0,28470000.0,28627000.0,237.86742522,6789920514.45802
2022-10-26 10:00:00,28627000.0,28789000.0,28557000.0,28725000.0,257.62649584,7386129006.7735
2022-10-26 11:00:00,28724000.0,28757000.0,28675000.0,28700000.0,145.53040097,4177926285.07834
2022-10-26 12:00:00,28688000.0,28743000.0,28637000.0,28680000.0,146.00100722,4189039364.01783
2022-10-26 13:00:00,28679000.0,28704000.0,28611000.0,28628000.0,144.48610447,4142095783.37801
2022-10-26 14:00:00,28613000.0,28638000.0,28506000.0,28561000.0,204.99868593,5854445397.37999
2022-10-26 15:00:00,28561000.0,28620000.0,28540000.0,28576000.0,136.19739685,3891862523.38447
2022-10-26 16:00:00,28576000.0,28777000.0,28570000.0,28771000.0,275.96739385,7922065620.16205
2022-10-26 17:00:00,28769000.0,29252000.0,28699000.0,29154000.0,801.10802525,23257076955.7556
2022-10-26 18:00:00,29160000.0,29210000.0,28980000.0,29125000.0,342.34834041,9967165614.15278
2022-10-26 19:00:00,29125000.0,29183000.0,29041000.0,29175000.0,175.56545042,5112611015.95294
2022-10-26 20:00:00,29174000.0,29236000.0,29043000.0,29067000.0,222.00185832,6471567313.50128
2022-10-26 21:00:00,29065000.0,29073000.0,28890000.0,28962000.0,309.34366357,8960926889.3443
2022-10-26 22:00:00,28962000.0,29047000.0,28704000.0,28971000.0,285.96503536,8263181288.04027
2022-10-26 23:00:00,28971000.0,29447000.0,28969000.0,29326000.0,801.18176248,23442829328.55706
2022-10-27 00:00:00,29304000.0,29430000.0,29257000.0,29324000.0,369.17949516,10837535122.48467
2022-10-27 01:00:00,29299000.0,29443000.0,29114000.0,29216000.0,204.22300301,5983455728.64963
2022-10-27 02:00:00,29220000.0,29277000.0,29092000.0,29250000.0,119.65059197,3490724737.733
2022-10-27 03:00:00,29250000.0,29310000.0,29081000.0,29127000.0,64.27246464,1876388312.01806
2022-10-27 04:00:00,29127000.0,29236000.0,29055000.0,29168000.0,89.95496031,2621755803.61141
2022-10-27 05:00:00,29168000.0,29274000.0,29071000.0,29134000.0,97.21530001,2832371689.42776
2022-10-27 06:00:00,29111000.0,29134000.0,29060000.0,29085000.0,133.20811556,3875579420.20817
2022-10-27 07:00:00,29085000.0,29299000.0,29050000.0,29186000.0,204.56094485,5968496666.09987
2022-10-27 08:00:00,29186000.0,29297000.0,29066000.0,29079000.0,211.42219895,6173747746.95793
2022-10-27 09:00:00,29116000.0,29208000.0,28973000.0,29070000.0,353.04041907,10264176199.2666
2022-10-27 10:00:00,29051000.0,29177000.0,29051000.0,29095000.0,247.40715937,7202224133.85536
2022-10-27 11:00:00,29084000.0,29238000.0,29066000.0,29111000.0,237.15842296,6914439287.46412
2022-10-27 12:00:00,29111000.0,29157000.0,28990000.0,29100000.0,265.44831767,7713996673.00365
2022-10-27 13:00:00,29102000.0,29210000.0,29086000.0,29153000.0,226.59969595,6607782110.42575
2022-10-27 14:00:00,29153000.0,29238000.0,29111000.0,29173000.0,329.7342779,9619812426.6177
2022-10-27 15:00:00,29173000.0,29190000.0,29022000.0,29050000.0,301.64045662,8774563809.46647
2022-10-27 16:00:00,29035000.0,29081000.0,28880000.0,28990000.0,419.33500153,12151104513.84681
2022-10-27 17:00:00,28990000.0,29046000.0,28921000.0,29015000.0,265.47580042,7693621302.71494
2022-10-27 18:00:00,29015000.0,29015000.0,28850000.0,28903000.0,353.74846696,10242989175.82296
2022-10-27 19:00:00,28895000.0,28915000.0,28766000.0,28818000.0,268.89397708,7754377419.84419
2022-10-27 20:00:00,28799000.0,28950000.0,28799000.0,28949000.0,182.18866041,5264030517.33434
2022-10-27 21:00:00,28949000.0,29077000.0,28835000.0,29049000.0,220.99087886,6401932880.29184
2022-10-27 22:00:00,29050000.0,29078000.0,28775000.0,28862000.0,356.96399995,10344034560.10173
2022-10-27 23:00:00,28862000.0,29084000.0,28844000.0,28897000.0,203.03774318,5882649520.37661
2022-10-28 00:00:00,28895000.0,28970000.0,28859000.0,28885000.0,85.10128899,2460868663.58722
2022-10-28 01:00:00,28891000.0,28954000.0,28844000.0,28882000.0,53.19273284,1537364285.11287
2022-10-28 02:00:00,28907000.0,28999000.0,28883000.0,28920000.0,32.2404548,933588041.84494
2022-10-28 03:00:00,28930000.0,28965000.0,28870000.0,28874000.0,25.57983585,739106234.86225
2022-10-28 04:00:00,28894000.0,28983000.0,28877000.0,28902000.0,68.52590653,1981572647.13106
2022-10-28 05:00:00,28902000.0,28918000.0,28580000.0,28735000.0,260.28454481,7477249559.36632
2022-10-28 06:00:00,28730000.0,28741000.0,28619000.0,28714000.0,74.2102637,2127525802.77172
2022-10-28 07:00:00,28715000.0,28724000.0,28530000.0,28575000.0,172.73360744,4944955453.24053
2022-10-28 08:00:00,28575000.0,28649000.0,28531000.0,28590000.0,168.96232052,4829827210.66617
2022-10-28 09:00:00,28590000.0,28662000.0,28506000.0,28595000.0,198.89578229,5688181799.24445
2022-10-28 10:00:00,28595000.0,28595000.0,28518000.0,28587000.0,133.5856508,3813584975.29702
2022-10-28 11:00:00,28589000.0,28590000.0,28450000.0,28479000.0,189.42845002,5400295332.02803
2022-10-28 12:00:00,28479000.0,28580000.0,28450000.0,28580000.0,82.7595259,2360095758.1306
2022-10-28 13:00:00,28580000.0,28602000.0,28533000.0,28533000.0,75.31621971,2152591571.95515
2022-10-28 14:00:00,28535000.0,28622000.0,28529000.0,28614000.0,71.76013301,2050106433.79399
2022-10-28 15:00:00,28614000.0,28649000.0,28588000.0,28629000.0,61.80094329,1768615535.34034
2022-10-28 16:00:00,28627000.0,28632000.0,28399000.0,28409000.0,201.19749801,5732008987.46189
2022-10-28 17:00:00,28409000.0,28513000.0,28350000.0,28505000.0,162.57931968,4623478831.40122
2022-10-28 18:00:00,28506000.0,28555000.0,28477000.0,28496000.0,84.38090937,2406485918.70302
2022-10-28 19:00:00,28489000.0,28571000.0,28465000.0,28508000.0,60.97796728,1738730136.34543
2022-10-28 20:00:00,28508000.0,28541000.0,28466000.0,28496000.0,50.62819529,1442881022.57574
2022-10-28 21:00:00,28496000.0,28669000.0,28368000.0,28603000.0,296.95125891,8486044732.99617
2022-10-28 22:00:00,28601000.0,29005000.0,28579000.0,28884000.0,445.85066818,12853272102.93906
2022-10-28 23:00:00,28884000.0,28982000.0,28728000.0,28929000.0,242.56303159,7004690186.24328
2022-10-29 00:00:00,28927000.0,28977000.0,28818000.0,28889000.0,198.49687102,5737203636.77609
2022-10-29 01:00:00,28895000.0,29183000.0,28858000.0,29122000.0,266.56824124,7738611286.59021
2022-10-29 02:00:00,29135000.0,29175000.0,29034000.0,29064000.0,120.20726091,3498295494.92259
2022-10-29 03:00:00,29064000.0,29089000.0,29009000.0,29023000.0,54.32938834,1577854198.64382
2022-10-29 04:00:00,29035000.0,29051000.0,28948000.0,28995000.0,58.5361568,1696467634.08442
2022-10-29 05:00:00,28995000.0,29111000.0,28982000.0,28998000.0,70.19295548,2039149896.31859
2022-10-29 06:00:00,28998000.0,29049000.0,28905000.0,28944000.0,92.62965525,2684456448.91409
2022-10-29 07:00:00,28944000.0,28984000.0,28928000.0,28938000.0,76.57654202,2216340029.08882
2022-10-29 08:00:00,28938000.0,29005000.0,28929000.0,28958000.0,128.64924027,3726534573.11378
2022-10-29 09:00:00,28932000.0,29043000.0,28910000.0,29029000.0,148.58397315,4302488682.39965
2022-10-29 10:00:00,29036000.0,29071000.0,29000000.0,29030000.0,115.11562695,3342455130.92309
2022-10-29 11:00:00,29029000.0,29218000.0,29029000.0,29200000.0,188.86191001,5505787752.99763
2022-10-29 12:00:00,29200000.0,29252000.0,29148000.0,29201000.0,345.60557086,10094421443.55512
2022-10-29 13:00:00,29201000.0,29221000.0,29100000.0,29136000.0,174.00479158,5072197844.57464
2022-10-29 14:00:00,29123000.0,29170000.0,29058000.0,29086000.0,177.14102955,5157941767.56225
2022-10-29 15:00:00,29086000.0,29192000.0,29075000.0,29160000.0,233.85969498,6816000737.28706
2022-10-29 16:00:00,29160000.0,29190000.0,29109000.0,29177000.0,195.37609132,5694669420.59048
2022-10-29 17:00:00,29177000.0,29350000.0,29068000.0,29324000.0,508.78171889,14880179876.24881
2022-10-29 18:00:00,29326000.0,29396000.0,29273000.0,29392000.0,338.50554031,9924099209.47537
2022-10-29 19:00:00,29391000.0,29497000.0,29167000.0,29208000.0,535.49269064,15711438027.15604
2022-10-29 20:00:00,29208000.0,29271000.0,29076000.0,29170000.0,282.64875789,8241713490.57049
2022-10-29 21:00:00,29144000.0,29265000.0,29132000.0,29219000.0,212.77220363,6214464843.1111
2022-10-29 22:00:00,29219000.0,29238000.0,29145000.0,29236000.0,175.34949575,5120952819.29477
2022-10-29 23:00:00,29238000.0,29359000.0,29189000.0,29282000.0,298.92828519,8746330545.44528
2022-10-30 00:00:00,29264000.0,29357000.0,29169000.0,29262000.0,448.71700699,13136762117.22548
2022-10-30 01:00:00,29281000.0,29328000.0,29185000.0,29225000.0,337.74257829,9883883484.54129
2022-10-30 02:00:00,29232000.0,29273000.0,29041000.0,29087000.0,606.88356553,17706768271.23577
2022-10-30 03:00:00,29087000.0,29186000.0,29040000.0,29150000.0,236.38224882,6885357833.28769
2022-10-30 04:00:00,29150000.0,29176000.0,29098000.0,29168000.0,140.10695147,4082665109.65593
2022-10-30 05:00:00,29168000.0,29232000.0,29120000.0,29197000.0,135.880965,3965085833.52033
2022-10-30 06:00:00,29198000.0,29269000.0,29184000.0,29237000.0,139.80862334,4088250602.09942
2022-10-30 07:00:00,29237000.0,29242000.0,29045000.0,29079000.0,135.57365967,3948761723.64026
2022-10-30 08:00:00,29094000.0,29139000.0,29069000.0,29091000.0,99.25355993,2887868777.06223
2022-10-30 09:00:00,29091000.0,29161000.0,29049000.0,29062000.0,203.06738287,5909339591.96631
2022-10-30 10:00:00,29062000.0,29187000.0,29052000.0,29163000.0,169.73108854,4944558648.90868
2022-10-30 11:00:00,29172000.0,29217000.0,29152000.0,29174000.0,110.840214,3235219456.11716
2022-10-30 12:00:00,29174000.0,29201000.0,29110000.0,29123000.0,99.87916415,2911966635.25417
2022-10-30 13:00:00,29137000.0,29170000.0,29110000.0,29161000.0,119.09839976,3470672482.08916
2022-10-30 14:00:00,29168000.0,29210000.0,29151000.0,29193000.0,152.32238335,4445487424.15053
2022-10-30 15:00:00,29180000.0,29321000.0,29175000.0,29317000.0,215.92973512,6321852553.7299
2022-10-30 16:00:00,29315000.0,29350000.0,29191000.0,29202000.0,273.69684323,8012069021.57481
2022-10-30 17:00:00,29202000.0,29224000.0,29054000.0,29111000.0,253.91489454,7399634930.86207
2022-10-30 18:00:00,29117000.0,29140000.0,29000000.0,29025000.0,166.10437491,4826341508.67049
2022-10-30 19:00:00,29024000.0,29050000.0,28937000.0,29046000.0,209.28042285,6068637514.67732
2022-10-30 20:00:00,29046000.0,29142000.0,29017000.0,29110000.0,186.04842301,5411042085.26662
2022-10-30 21:00:00,29122000.0,29137000.0,29032000.0,29121000.0,120.39360905,3502590930.19739
2022-10-30 22:00:00,29121000.0,29128000.0,29030000.0,29047000.0,167.2736306,4866227580.10827
2022-10-30 23:00:00,29056000.0,29102000.0,29024000.0,29102000.0,123.97360397,3602939892.45983
2022-10-31 00:00:00,29102000.0,29125000.0,29007000.0,29073000.0,160.02033543,4653202650.7435
2022-10-31 01:00:00,29093000.0,29100000.0,28925000.0,28943000.0,104.39804168,3028320339.41155
2022-10-31 02:00:00,28943000.0,29027000.0,28925000.0,29015000.0,33.02855641,956930630.61388
2022-10-31 03:00:00,29016000.0,29016000.0,28960000.0,29002000.0,15.34638244,444857135.10237
2022-10-31 04:00:00,29007000.0,29015000.0,28963000.0,28963000.0,10.89564118,315935319.29879
2022-10-31 05:00:00,28963000.0,29076000.0,28954000.0,29040000.0,27.36095305,793592419.78098
2022-10-31 06:00:00,29033000.0,29065000.0,29005000.0,29057000.0,20.4761866,594382115.10994
2022-10-31 07:00:00,29055000.0,29055000.0,28902000.0,28923000.0,118.26336436,3424223140.51996
2022-10-31 08:00:00,28924000.0,28970000.0,28914000.0,28957000.0,75.72512778,2191981437.07387
2022-10-31 09:00:00,28957000.0,29048000.0,28839000.0,28841000.0,191.98249752,5553434642.36883
2022-10-31 10:00:00,28839000.0,28936000.0,28827000.0,28887000.0,148.56221508,4290713568.16535
2022-10-31 11:00:00,28886000.0,28904000.0,28769000.0,28800000.0,171.27496738,4934734062.59182
2022-10-31 12:00:00,28801000.0,28820000.0,28773000.0,28806000.0,138.87129574,3998535216.37132
2022-10-31 13:00:00,28806000.0,28858000.0,28790000.0,28852000.0,94.84328504,2733235105.95471
2022-10-31 14:00:00,28852000.0,28912000.0,28790000.0,28799000.0,160.19143608,4622369118.01551
2022-10-31 15:00:00,28799000.0,28830000.0,28711000.0,28799000.0,157.0461667,4516363393.1591
2022-10-31 16:00:00,28799000.0,28830000.0,28770000.0,28802000.0,107.71375605,3102017347.0768
2022-10-31 17:00:00,28812000.0,28813000.0,28740000.0,28785000.0,101.13579075,2909897300.31176
2022-10-31 18:00:00,28786000.0,29110000.0,28785000.0,29068000.0,191.52760452,5548151519.3104
2022-10-31 19:00:00,29062000.0,29200000.0,29003000.0,29112000.0,266.90451072,7773160006.89127
2022-10-31 20:00:00,29113000.0,29217000.0,29104000.0,29125000.0,248.00614615,7232670467.1518
2022-10-31 21:00:00,29125000.0,29147000.0,29001000.0,29045000.0,216.77912003,6303399126.08059
2022-10-31 22:00:00,29031000.0,29112000.0,28713000.0,28718000.0,417.33768929,12081870331.06138
2022-10-31 23:00:00,28714000.0,28790000.0,28580000.0,28665000.0,514.01100313,14751102092.38896
2022-11-01 00:00:00,28665000.0,28790000.0,28600000.0,28713000.0,200.32302337,5744894695.47237
2022-11-01 01:00:00,28713000.0,28840000.0,28656000.0,28688000.0,112.05238313,3219407883.56943
2022-11-01 02:00:00,28688000.0,28749000.0,28640000.0,28659000.0,48.05161114,1378650990.25913
2022-11-01 03:00:00,28691000.0,28765000.0,28650000.0,28722000.0,28.12234242,807438031.37019
2022-11-01 04:00:00,28722000.0,28734000.0,28668000.0,28675000.0,23.66358327,678968205.43214
2022-11-01 05:00:00,28698000.0,28752000.0,28668000.0,28706000.0,27.30831434,784012787.15436
2022-11-01 06:00:00,28706000.0,28751000.0,28703000.0,28734000.0,24.71697204,709834501.55715
2022-11-01 07:00:00,28733000.0,28798000.0,28701000.0,28768000.0,104.64203473,3007629825.41306
2022-11-01 08:00:00,28768000.0,28780000.0,28755000.0,28778000.0,84.95000861,2444002189.98793
2022-11-01 09:00:00,28778000.0,28780000.0,28707000.0,28712000.0,152.5327108,4383426764.90008
2022-11-01 10:00:00,28712000.0,28825000.0,28707000.0,28791000.0,119.38173991,3435257133.3299
2022-11-01 11:00:00,28785000.0,28858000.0,28746000.0,28856000.0,95.6228113,2753060488.65039
2022-11-01 12:00:00,28856000.0,28861000.0,28746000.0,28752000.0,112.03816613,3225997761.03822
2022-11-01 13:00:00,28752000.0,28780000.0,28707000.0,28724000.0,172.92528241,4969335091.80387
2022-11-01 14:00:00,28724000.0,28799000.0,28716000.0,28798000.0,181.27260265,5215063130.25763
2022-11-01 15:00:00,28780000.0,28899000.0,28778000.0,28892000.0,237.9495599,6864753727.92551
2022-11-01 16:00:00,28857000.0,28928000.0,28831000.0,28856000.0,150.42702653,4343646398.36898
2022-11-01 17:00:00,28835000.0,28866000.0,28801000.0,28849000.0,144.09515653,4155886149.48895
2022-11-01 18:00:00,28849000.0,28899000.0,28782000.0,28820000.0,266.97903573,7695341957.57725
2022-11-01 19:00:00,28822000.0,28888000.0,28788000.0,28834000.0,180.0116074,5191875773.11021
2022-11-01 20:00:00,28839000.0,28855000.0,28730000.0,28814000.0,201.91205255,5815137869.15495
2022-11-01 21:00:00,28814000.0,28836000.0,28763000.0,28798000.0,122.2677381,3520804447.1932
2022-11-01 22:00:00,28782000.0,28808000.0,28650000.0,28678000.0,187.71004668,5390926738.86759
2022-11-01 23:00:00,28690000.0,28762000.0,28634000.0,28674000.0,238.43547216,6841385275.1618
2022-11-02 00:00:00,28683000.0,28737000.0,28662000.0,28722000.0,77.08955688,2212027337.12973
2022-11-02 01:00:00,28724000.0,28778000.0,28671000.0,28675000.0,56.17713266,1613481832.14268
2022-11-02 02:00:00,28675000.0,28718000.0,28663000.0,28673000.0,30.98946646,888789569.64484
2022-11-02 03:00:00,28703000.0,28706000.0,28661000.0,28706000.0,26.67809057,765072386.70321
2022-11-02 04:00:00,28706000.0,28748000.0,28697000.0,28709000.0,18.68799359,536741357.55651
2022-11-02 05:00:00,28709000.0,28740000.0,28709000.0,28726000.0,11.63247083,334107124.25004
2022-11-02 06:00:00,28726000.0,28743000.0,28703000.0,28703000.0,29.02936368,833890708.64035
2022-11-02 07:00:00,28704000.0,28732000.0,28676000.0,28720000.0,43.50877773,1248578812.58268
2022-11-02 08:00:00,28727000.0,28797000.0,28706000.0,28749000.0,76.36278134,2195627040.54507
2022-11-02 09:00:00,28753000.0,28842000.0,28682000.0,28825000.0,154.99671421,4461276181.15394
2022-11-02 10:00:00,28825000.0,28835000.0,28759000.0,28772000.0,139.9140436,4030602253.73366
2022-11-02 11:00:00,28773000.0,28808000.0,28718000.0,28800000.0,98.39575952,2830127218.19804
2022-11-02 12:00:00,28801000.0,28879000.0,28767000.0,28843000.0,273.39591452,7881372493.08549
2022-11-02 13:00:00,28828000.0,28924000.0,28800000.0,28901000.0,533.29329583,15397881124.8201
2022-11-02 14:00:00,28902000.0,28923000.0,28818000.0,28824000.0,407.23743228,11754562255.3223
2022-11-02 15:00:00,28824000.0,28915000.0,28800000.0,28907000.0,450.10372978,12991252629.23805
2022-11-02 16:00:00,28907000.0,28927000.0,28749000.0,28809000.0,477.91592867,13778112363.17892
2022-11-02 17:00:00,28810000.0,28868000.0,28791000.0,28861000.0,171.7022118,4949783597.87851
2022-11-02 18:00:00,28861000.0,28950000.0,28858000.0,28935000.0,324.89442894,9390920983.63899
2022-11-02 19:00:00,28934000.0,28935000.0,28787000.0,28865000.0,255.00816401,7355408622.18772
2022-11-02 20:00:00,28864000.0,28951000.0,28838000.0,28933000.0,329.86420464,9536546111.57343
2022-11-02 21:00:00,28932000.0,28933000.0,28805000.0,28811000.0,401.02936958,11576914014.01345
2022-11-02 22:00:00,28819000.0,28872000.0,28787000.0,28860000.0,310.1750568,8941461211.39669
2022-11-02 23:00:00,28870000.0,28904000.0,28826000.0,28878000.0,347.86647906,10042914004.7722
2022-11-03 00:00:00,28878000.0,28889000.0,28841000.0,28878000.0,111.01000066,3204353789.17166
2022-11-03 01:00:00,28878000.0,29016000.0,28835000.0,29008000.0,140.55498228,4062208408.10597
2022-11-03 02:00:00,29007000.0,29022000.0,28824000.0,28916000.0,127.52893893,3692589219.24769
2022-11-03 03:00:00,28916000.0,29299000.0,28736000.0,28924000.0,822.9136551,23929848688.29493
2022-11-03 04:00:00,28920000.0,29091000.0,28521000.0,28721000.0,470.86956137,13529744360.05514
2022-11-03 05:00:00,28715000.0,28742000.0,28577000.0,28662000.0,486.16672858,13923148441.3614
2022-11-03 06:00:00,28655000.0,28661000.0,28500000.0,28629000.0,241.40756686,6898198840.511
2022-11-03 07:00:00,28625000.0,28662000.0,28561000.0,28626000.0,191.20746035,5472147559.36365
2022-11-03 08:00:00,28602000.0,28714000.0,28581000.0,28632000.0,280.4097413,8037902461.98194
2022-11-03 09:00:00,28632000.0,28737000.0,28626000.0,28718000.0,570.70998813,16370234680.39929
2022-11-03 10:00:00,28718000.0,28819000.0,28676000.0,28803000.0,387.44078888,11137207339.26214
2022-11-03 11:00:00,28803000.0,28900000.0,28781000.0,28807000.0,473.35440998,13655116999.89419
2022-11-03 12:00:00,28817000.0,28836000.0,28760000.0,28792000.0,326.07499049,9389960380.66221
2022-11-03 13:00:00,28792000.0,28873000.0,28751000.0,28787000.0,299.49793879,8625012399.79163
2022-11-03 14:00:00,28786000.0,28808000.0,28728000.0,28777000.0,328.60074536,9454030859.82767
2022-11-03 15:00:00,28777000.0,28803000.0,28710000.0,28712000.0,297.91726009,8566410671.083
2022-11-03 16:00:00,28712000.0,28795000.0,28712000.0,28794000.0,274.25430122,7887700934.55211
2022-11-03 17:00:00,28794000.0,28837000.0,28732000.0,28751000.0,368.0001245,10596427004.38365
2022-11-03 18:00:00,28762000.0,28818000.0,28732000.0,28785000.0,396.01876439,11398399755.28585
2022-11-03 19:00:00,28786000.0,28810000.0,28639000.0,28701000.0,430.32555072,12360281077.50318
2022-11-03 20:00:00,28701000.0,28715000.0,28443000.0,28515000.0,522.15079371,14919595039.83996
2022-11-03 21:00:00,28507000.0,28605000.0,28453000.0,28513000.0,323.15582698,9218443891.74606
2022-11-03 22:00:00,28512000.0,28664000.0,28512000.0,28560000.0,400.57244988,11460124722.89829
2022-11-03 23:00:00,28560000.0,28792000.0,28555000.0,28778000.0,293.17173142,8417901936.79503
2022-11-04 00:00:00,28778000.0,28778000.0,28655000.0,28719000.0,172.38369828,4951108913.27284
2022-11-04 01:00:00,28720000.0,28799000.0,28703000.0,28758000.0,106.76901188,3069347254.7828
2022-11-04 02:00:00,28757000.0,28795000.0,28684000.0,28684000.0,114.33431205,3285013002.81318
2022-11-04 03:00:00,28684000.0,28755000.0,28651000.0,28728000.0,65.37924021,1876888109.10656
2022-11-04 04:00:00,28728000.0,28753000.0,28693000.0,28748000.0,44.22177183,1270537820.16591
2022-11-04 05:00:00,28748000.0,28748000.0,28687000.0,28727000.0,48.34688637,1388180646.7131
2022-11-04 06:00:00,28730000.0,28751000.0,28694000.0,28744000.0,70.48057378,2024752565.04403
2022-11-04 07:00:00,28745000.0,28758000.0,28657000.0,28743000.0,145.05360336,4167261468.17546
2022-11-04 08:00:00,28743000.0,28758000.0,28670000.0,28693000.0,299.47815145,8596937962.71478
2022-11-04 09:00:00,28685000.0,28861000.0,28683000.0,28808000.0,678.96333439,19548731098.29683
